system:index,date,ndvi_mean,.geo
59,2014-03-01,0.14803278778323015,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,2014-03-02,0.005034282037219631,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,2014-03-03,0.305859080925704,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,2014-03-04,0.19569497045622056,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,2014-03-05,0.3464039657925758,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,2014-03-06,0.27359228308235134,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,2014-03-07,0.3067863169053593,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,2014-03-08,0.03057061925974194,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,2014-03-09,0.06574080183319429,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,2014-03-10,0.12704499784150566,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,2014-03-11,0.07557787696207402,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,2014-03-12,0.06953571176053373,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,2014-03-13,0.023896087231835207,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,2014-03-14,0.06778859521659407,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,2014-03-15,0.21694609168051954,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,2014-03-16,0.30171343973343434,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,2014-03-17,0.020194041799016304,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,2014-03-18,0.1127572879307414,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,2014-03-19,0.279542592629636,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,2014-03-20,0.317771297898427,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,2014-03-21,0.3576728610255768,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,2014-03-22,0.32484913350367467,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,2014-03-23,0.3502842897499767,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,2014-03-24,0.03582792608974071,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,2014-03-25,0.07039483324356069,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,2014-03-26,0.40663030857767163,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,2014-03-27,0.33845044656653617,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,2014-03-28,0.4006191124375846,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,2014-03-29,0.338614856458864,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,2014-03-30,0.14598342102664216,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,2014-03-31,0.3412494758730523,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,2014-04-01,0.3382066299960415,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,2014-04-02,0.3974062646500745,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,2014-04-03,0.31558158535681796,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,2014-04-04,0.38127521027485495,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,2014-04-05,0.3343265266873194,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,2014-04-06,0.37772724708887634,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,2014-04-07,0.3074219064187617,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,2014-04-08,0.3101635346494483,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,2014-04-09,0.33918099594900636,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,2014-04-10,0.16366636044515695,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,2014-04-11,0.41954573617849467,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,2014-04-12,0.1181742952872569,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,2014-04-13,0.30778144900355664,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,2014-04-14,0.2084887779252214,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,2014-04-15,0.06801365244016208,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,2014-04-16,0.2956213604760474,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,2014-04-17,0.3351153026374731,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,2014-04-18,0.43182525101373487,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,2014-04-19,0.3243614301826567,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,2014-04-20,0.3584989515363059,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,2014-04-21,0.25614577886536183,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,2014-04-22,0.3963547448235369,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,2014-04-23,0.3732452928726828,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,2014-04-24,0.3653400615935531,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,2014-04-25,0.21398429345345749,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,2014-04-26,0.2988147897572843,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,2014-04-27,0.43943269662432405,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,2014-04-28,0.33989305983652435,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,2014-04-29,0.4050114145125463,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,2014-04-30,0.3409326441210087,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,2014-05-01,0.3545862783259044,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,2014-05-02,0.3044361806032693,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,2014-05-03,0.3229593920712847,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,2014-05-04,0.37541742529098077,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,2014-05-05,0.0961865417367395,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,2014-05-06,0.006176947875255865,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,2014-05-07,0.3025484474265518,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,2014-05-08,-0.01702867808286287,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,2014-05-09,0.1891861183350994,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,2014-05-10,0.3407213818028984,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,2014-05-11,0.3147993820358805,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,2014-05-12,0.2681843274807831,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,2014-05-13,0.33385378060795845,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,2014-05-14,0.2760283919818939,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,2014-05-15,0.3893903242020603,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,2014-05-16,0.3403782117906655,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,2014-05-17,0.3457931205173814,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,2014-05-18,0.34302523197654156,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,2014-05-19,0.18894902984231143,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,2014-05-20,0.3214524379231756,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,2014-05-21,0.23198307618253808,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,2014-05-22,0.29619976146054705,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,2014-05-23,0.2723919934273663,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,2014-05-24,0.328939494304346,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,2014-05-25,0.3555341718849696,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,2014-05-26,0.2866859538461699,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,2014-05-27,0.36000740506259843,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,2014-05-28,0.306771220244588,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,2014-05-29,0.15276697456918442,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,2014-05-30,0.3074977811829325,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,2014-05-31,0.2605899795543117,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,2014-06-01,0.21476962068530264,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,2014-06-02,0.1291945937045207,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,2014-06-03,0.3111182977126979,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,2014-06-04,0.2762190773127498,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,2014-06-05,0.10612181807361984,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,2014-06-06,0.19708920597290813,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,2014-06-07,0.1846991478324138,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,2014-06-08,0.26852178117615505,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,2014-06-09,0.3173021148736404,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,2014-06-10,0.29228274841508034,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,2014-06-11,0.19579488731890948,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,2014-06-12,0.20656115872566544,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,2014-06-13,0.23147183264557866,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,2014-06-14,0.32084152146758915,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,2014-06-15,0.2678112977201133,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,2014-06-16,0.33340856088006765,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,2014-06-17,0.3058071708524791,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,2014-06-18,0.30393619228637087,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,2014-06-19,0.3042229535886494,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,2014-06-20,0.2854704041736149,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,2014-06-21,0.3266303735958777,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,2014-06-22,0.2514600953354421,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,2014-06-23,0.29393144861746645,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,2014-06-24,0.274930235677986,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,2014-06-25,0.3072601496077916,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,2014-06-26,0.29705898675896036,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,2014-06-27,0.2764915081979264,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,2014-06-28,0.2942029068462277,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,2014-06-29,0.25699680237489275,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,2014-06-30,0.30079826470071885,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,2014-07-01,0.2417052843298679,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,2014-07-02,0.289179336858784,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,2014-07-03,0.25455951253616343,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,2014-07-04,0.252653494967402,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,2014-07-05,0.2628679735296554,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,2014-07-06,0.26230626089187165,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,2014-07-07,0.2992718429450772,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,2014-07-08,0.23404394956514996,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,2014-07-09,0.2858133501779691,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,2014-07-10,0.25673517178244515,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,2014-07-11,0.25235046117499593,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,2014-07-12,0.2568298231461308,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,2014-07-13,0.2525535200592123,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,2014-07-14,0.2605715053404603,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,2014-07-15,0.21615469377991897,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,2014-07-16,0.22699782185875614,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,2014-07-17,0.21395804243557656,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,2014-07-18,0.286059661000097,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,2014-07-19,0.22782181936122622,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,2014-07-20,0.18053511728467536,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,2014-07-21,0.1501529020243145,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,2014-07-22,0.1976029177287979,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,2014-07-23,0.2939633576754281,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,2014-07-24,0.2373721690878843,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,2014-07-25,0.26699104434259363,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,2014-07-26,0.23591817918974353,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,2014-07-27,0.2445001440126281,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,2014-07-28,0.24571294489311052,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,2014-07-29,0.2558401585556838,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,2014-07-30,0.2724732982863998,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,2014-07-31,0.2338563464159993,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,2014-08-01,0.27639403540591095,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,2014-08-02,0.2223777533783174,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,2014-08-03,0.2598889160245848,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,2014-08-04,0.1698013193932141,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,2014-08-05,0.18851411072861446,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,2014-08-06,0.2210850517097716,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,2014-08-07,0.21562885588750788,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,2014-08-08,0.27438892322765945,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,2014-08-09,0.17784839296164948,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,2014-08-10,0.19930962088323464,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,2014-08-11,0.2398479076276867,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,2014-08-12,0.27536488850030494,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,2014-08-13,0.246227487383292,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,2014-08-14,0.2516341356773575,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,2014-08-15,0.25743480202056085,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,2014-08-16,0.2289826262547802,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,2014-08-17,0.24052622901557302,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,2014-08-18,0.2505878610883165,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,2014-08-19,0.25828541035137137,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,2014-08-20,0.23262018731173273,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,2014-08-21,0.25981200042954294,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,2014-08-22,0.26406009476315684,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,2014-08-23,0.23607991821772406,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,2014-08-24,0.2907648690066543,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,2014-08-25,0.23167271561451128,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,2014-08-26,0.27119369175241453,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,2014-08-27,0.2245846086738891,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,2014-08-28,0.24421663869874363,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,2014-08-29,0.2564053327623052,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,2014-08-30,0.2326530668760245,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,2014-08-31,0.23742559768102908,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,2014-09-01,0.15192158309161924,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,2014-09-02,0.20751278803412077,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,2014-09-03,0.22622206121288585,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,2014-09-04,0.27846085933955717,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,2014-09-05,0.23206307406479426,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,2014-09-06,0.19253669536216264,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,2014-09-07,0.23680940820838872,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,2014-09-08,0.21876411732261564,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,2014-09-09,0.23694606452751735,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,2014-09-10,0.21584841118615225,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,2014-09-11,0.24674779315693937,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,2014-09-12,0.21186513478004232,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,2014-09-13,0.22028084611557927,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,2014-09-14,0.1948603331440124,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,2014-09-15,0.23699067179005556,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,2014-09-16,0.23692301330539992,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,2014-09-17,0.2307251734888678,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,2014-09-18,0.1914262654792628,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,2014-09-19,0.2064910665679382,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,2014-09-20,0.18583678327375486,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,2014-09-21,0.2415856713253899,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,2014-09-22,0.22457417940450392,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,2014-09-23,0.25715919030883394,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,2014-09-24,0.23416275382115667,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,2014-09-25,0.21300080350130587,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,2014-09-26,0.20877290937238796,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,2014-09-27,0.25982391992350606,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,2014-09-28,0.0276031995464833,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,2014-09-29,0.11253665398096327,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,2014-09-30,0.26561473407308955,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,2014-10-01,0.2342824617755058,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,2014-10-02,0.24005179806941118,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,2014-10-03,0.24625518662670234,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,2014-10-04,0.3055866317929656,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,2014-10-05,0.2435445366694445,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,2014-10-06,0.2932897355899295,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,2014-10-07,0.2550222056411918,"{""type"":""MultiPoint"",""coordinates"":[]}"
280,2014-10-08,0.27012036271350975,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,2014-10-09,0.26053643626847783,"{""type"":""MultiPoint"",""coordinates"":[]}"
282,2014-10-10,0.2480503157460131,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,2014-10-11,0.15344898975586052,"{""type"":""MultiPoint"",""coordinates"":[]}"
284,2014-10-12,0.1792612597496565,"{""type"":""MultiPoint"",""coordinates"":[]}"
285,2014-10-13,0.20726920932703705,"{""type"":""MultiPoint"",""coordinates"":[]}"
286,2014-10-14,0.1382325512761939,"{""type"":""MultiPoint"",""coordinates"":[]}"
287,2014-10-15,0.23377147638695125,"{""type"":""MultiPoint"",""coordinates"":[]}"
288,2014-10-16,0.22118542255909793,"{""type"":""MultiPoint"",""coordinates"":[]}"
289,2014-10-17,0.25988059947021847,"{""type"":""MultiPoint"",""coordinates"":[]}"
290,2014-10-18,0.11807735298025888,"{""type"":""MultiPoint"",""coordinates"":[]}"
291,2014-10-19,0.022162686664773147,"{""type"":""MultiPoint"",""coordinates"":[]}"
292,2014-10-20,0.22667315939662921,"{""type"":""MultiPoint"",""coordinates"":[]}"
293,2014-10-21,0.2642340175285591,"{""type"":""MultiPoint"",""coordinates"":[]}"
294,2014-10-22,0.29669525345827946,"{""type"":""MultiPoint"",""coordinates"":[]}"
295,2014-10-23,0.23114301616177405,"{""type"":""MultiPoint"",""coordinates"":[]}"
296,2014-10-24,0.2955521295529007,"{""type"":""MultiPoint"",""coordinates"":[]}"
297,2014-10-25,0.27417694400372633,"{""type"":""MultiPoint"",""coordinates"":[]}"
298,2014-10-26,,"{""type"":""MultiPoint"",""coordinates"":[]}"
299,2014-10-27,0.19636417638063586,"{""type"":""MultiPoint"",""coordinates"":[]}"
300,2014-10-28,0.2170906628195805,"{""type"":""MultiPoint"",""coordinates"":[]}"
301,2014-10-29,0.29468159231377616,"{""type"":""MultiPoint"",""coordinates"":[]}"
302,2014-10-30,0.17397023932291877,"{""type"":""MultiPoint"",""coordinates"":[]}"
303,2014-10-31,0.08245511526287304,"{""type"":""MultiPoint"",""coordinates"":[]}"
304,2014-11-01,0.06380043387504535,"{""type"":""MultiPoint"",""coordinates"":[]}"
305,2014-11-02,0.01511508783494996,"{""type"":""MultiPoint"",""coordinates"":[]}"
306,2014-11-03,0.08531391726357608,"{""type"":""MultiPoint"",""coordinates"":[]}"
307,2014-11-04,0.05503684031445543,"{""type"":""MultiPoint"",""coordinates"":[]}"
308,2014-11-05,0.3595820513343534,"{""type"":""MultiPoint"",""coordinates"":[]}"
309,2014-11-06,0.27659511888930544,"{""type"":""MultiPoint"",""coordinates"":[]}"
